0,6
1,52
2,270
3,45
4,296
5,189
6,191
7,116
8,90
9,250
10,331
11,68
12,225
13,132
14,92
15,136
16,133
17,319
18,218
19,236
20,248
21,279
22,37
23,103
24,150
25,26
26,15
27,89
28,76
29,175
30,64
31,60
32,54
33,114
34,55
35,100
36,212
37,196
38,78
39,20
40,280
41,179
42,198
43,344
44,298
45,102
46,101
47,204
48,170
49,113
50,134
51,349
52,338
53,7
54,65
55,206
56,153
57,258
58,74
59,59
60,254
61,334
62,56
63,245
64,144
65,106
66,158
67,120
68,219
69,63
70,264
71,239
72,304
73,21
74,135
75,309
76,49
77,282
78,289
79,171
80,223
81,205
82,286
83,22
84,261
85,238
86,140
87,226
88,66
89,126
90,12
91,221
92,316
93,283
94,252
95,17
96,167
97,122
98,276
99,217
100,341
101,142
102,305
103,272
104,303
105,166
106,287
107,141
108,81
109,1
110,162
111,8
112,253
113,229
114,145
115,271
116,124
117,190
118,260
119,237
120,307
121,5
122,33
123,329
124,313
125,34
126,176
127,97
128,85
129,199
130,146
131,342
132,173
133,156
134,108
135,46
136,278
137,168
138,73
139,137
140,332
141,339
142,186
143,29
144,230
145,318
146,27
147,214
148,164
149,159
150,138
151,320
152,328
153,228
154,234
155,35
156,213
157,200
158,216
159,215
160,44
161,181
162,129
163,93
164,111
165,232
166,208
167,18
168,240
169,79
170,293
171,71
172,210
173,294
174,336
175,246
176,160
177,233
178,161
179,83
180,347
181,118
182,346
183,327
184,110
185,149
186,157
187,152
188,16
189,220
190,75
191,109
192,255
193,235
194,139
195,249
196,4
197,96
198,241
199,61
200,67
201,340
202,194
203,154
204,297
205,268
206,224
207,326
208,40
209,112
210,13
211,107
212,266
213,3
214,231
215,125
216,24
217,30
218,77
219,188
220,184
221,324
222,281
223,247
224,19
225,299
226,301
227,182
228,311
229,80
230,51
231,2
232,11
233,104
234,259
235,86
236,10
237,36
238,333
239,58
240,41
241,14
242,155
243,50
244,209
245,275
246,274
247,330
248,315
249,343
250,123
251,222
252,269
253,62
254,263
255,284
256,130
257,187
258,23
259,43
260,0
261,201
262,295
263,98
264,178
265,256
266,94
267,322
268,95
269,306
270,169
271,69
272,48
273,207
274,227
275,148
276,143
277,180
278,131
279,312
280,348
281,262
282,203
283,84
284,121
285,300
286,321
287,91
288,82
289,267
290,119
291,291
292,57
293,257
294,310
295,42
296,105
297,273
298,308
299,38
300,53
301,302
302,128
303,290
304,28
305,183
306,163
307,151
308,244
309,202
310,31
311,32
312,127
313,185
314,325
315,288
316,317
317,147
318,285
319,345
320,177
321,99
322,197
323,243
324,115
325,265
326,72
327,25
328,165
329,335
330,174
331,337
332,39
333,193
334,314
335,88
336,70
337,87
338,292
339,242
340,277
341,211
342,9
343,195
344,251
345,323
346,192
347,117
348,47
349,172
