x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R3\PICT544.png,3,2.765041e-05,9.324767e-06,2.623987e-05,0.9997813,1.0856142e-12,6.056262e-15,2.9260656e-11,1.5199937e-10,1.9499887e-13,1.1790959e-11,6.0185984e-10,4.872044e-08,8.7598884e-05,1.1129748e-09,5.994651e-11,6.705524e-08,2.791606e-05,2.8883131e-09,9.060493e-10,1.4436926e-06,2.6515903e-05,4.5811022e-10,4.80027e-07,1.1550218e-05
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R1\PICT019.png,17,1.7323215e-07,9.852692e-05,2.119965e-06,9.091269e-09,9.747004e-08,3.1841188e-05,4.274148e-08,1.0623184e-05,1.0432182e-08,7.5275857e-06,8.6490036e-07,5.5437482e-08,3.6024062e-07,0.019500516,7.768077e-06,3.6160501e-09,1.681303e-08,0.97680694,0.00048085873,7.08676e-07,1.2630775e-05,0.0026229809,0.0004152298,5.6986767e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Back_R3\PICT586.png,3,4.360611e-07,0.00073259725,6.391518e-07,0.99924266,3.216222e-10,9.479837e-13,8.8072225e-09,2.8570897e-09,7.861823e-12,3.02748e-11,1.22653224e-11,2.121869e-05,1.0188934e-06,3.716495e-13,6.2060374e-12,4.499877e-09,1.6021074e-09,3.0005012e-11,4.749362e-10,7.3603523e-09,8.995707e-09,2.813095e-09,2.6776725e-09,1.4580312e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R1\PICT697.png,9,1.6639831e-06,0.0006991825,1.0409843e-06,1.5334682e-06,1.2081832e-05,0.005430547,2.868435e-05,1.4723696e-06,1.8513032e-05,0.9929724,9.780248e-06,0.00025630873,6.6743537e-06,0.0001270685,1.1993517e-05,5.4533217e-08,6.973695e-06,4.0252577e-05,0.00029872623,9.134734e-07,3.368485e-08,8.5739475e-06,6.5688815e-05,7.46248e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R2\PICT470.png,6,7.118691e-08,2.9826444e-05,1.2497041e-05,2.242537e-06,0.0024618239,0.0014988594,0.9495872,0.033117995,8.494933e-05,0.0063955444,7.37259e-05,8.779666e-05,1.0002815e-08,0.00013265233,0.00142492,2.1427996e-07,3.134761e-07,0.00075170194,0.0043303873,2.2889665e-06,3.696109e-08,4.8359734e-06,8.029431e-08,9.685357e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R1\PICT688.png,9,7.041421e-07,0.0009131494,1.8804703e-06,2.1501712e-06,7.368344e-06,0.0029445805,3.5710996e-06,2.4173041e-06,2.6839718e-06,0.9948007,5.8043906e-07,0.00034434005,2.6122589e-06,0.00016460688,0.00020872537,2.4299183e-07,7.025035e-07,7.1785005e-05,0.00033167007,5.193769e-06,1.8189807e-07,0.000100775826,8.929019e-05,2.9310673e-08
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Front_R3\PICT654.png,11,0.0033167177,0.0065496746,0.0016012305,0.002002216,0.004890695,0.15384741,0.02525165,0.003964297,0.007043723,0.23000598,0.012595244,0.24756698,0.048591256,0.008754184,0.015180773,0.014102386,0.016907051,0.014703178,0.028658142,0.1234197,0.00673054,0.0022853052,0.0013604587,0.020671206
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Bottom_R0\PICT372.png,4,5.929087e-08,1.6956866e-10,7.572902e-10,6.47243e-07,0.99645245,0.0022673074,9.688149e-05,0.00030763604,9.34358e-07,6.6968573e-06,3.4451728e-06,0.00082320964,2.8134817e-05,5.0745037e-08,5.7435395e-10,3.9869533e-08,1.1290869e-05,1.0231983e-06,1.245146e-08,2.7622468e-07,1.0110192e-08,3.0321506e-10,5.4176286e-12,8.059179e-09
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Right_R2\PICT055.png,18,2.3105977e-06,0.0002491048,0.0003486494,4.724181e-06,3.6556473e-06,3.1730437e-05,0.0036067185,3.9251363e-06,5.775071e-06,5.1733e-06,0.00079220854,5.3732947e-06,8.1134596e-07,1.4847735e-05,0.0066217487,7.4368318e-06,8.557501e-05,5.2261958e-06,0.98727113,0.00091769674,4.968135e-06,3.771564e-06,2.7011356e-06,4.785866e-06
C:\Users\DS1DPC2003M\Desktop\24_classes_data_set_mono_28x28\Top_R1\PICT193.png,21,0.00026477073,0.0028137416,0.0024756817,6.462949e-05,1.609596e-05,3.0323778e-05,2.7352513e-07,4.5711093e-07,5.714306e-09,4.869834e-07,4.4351767e-05,4.1518956e-06,8.945378e-05,0.0003064153,2.9175427e-08,9.808636e-10,3.0764022e-07,4.4037977e-05,6.653806e-05,1.6820648e-05,1.0321736e-06,0.99375993,4.937097e-07,1.07219496e-08
