x:image,y:label,y'__0,y'__1
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT066.png,0,0.4611469,0.5388531
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT093.png,0,0.6223553,0.37764472
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT004.png,0,0.50187045,0.49812952
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT124.png,0,0.7200029,0.27999714
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT075.png,0,0.50201964,0.49798036
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT018.png,1,0.46892926,0.5310707
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT113.png,1,0.6095931,0.3904069
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT052.png,0,0.61801445,0.38198552
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT051.png,0,0.40879518,0.5912048
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT094.png,1,0.47094885,0.5290511
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT122.png,0,0.45261613,0.5473839
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT102.png,1,0.45604247,0.5439576
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT064.png,1,0.48825923,0.51174074
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT016.png,0,0.63246286,0.36753714
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT033.png,1,0.54228634,0.45771366
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT099.png,0,0.5391741,0.46082598
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT123.png,0,0.5147098,0.4852902
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT043.png,0,0.5676588,0.43234122
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT024.png,0,0.64111066,0.35888934
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT019.png,1,0.40738615,0.5926139
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT032.png,1,0.576071,0.423929
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT022.png,1,0.61290646,0.38709354
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT057.png,1,0.5005311,0.49946892
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT106.png,1,0.40549052,0.5945095
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT008.png,0,0.34108067,0.6589193
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT003.png,0,0.47404644,0.5259536
