2024-10-09 16:31:26,592 Training process is started.
python "C:\Users\DS1DPC2003M\Desktop\tool\neural_network_console3.10\libs\Python\Lib\site-packages\nnabla\utils\cli\cli.py" train
	-c "C:\Users\DS1DPC2003M\Desktop\spresense_cv\data_not_square\raw_data_base.files\20241009_163126\net.nntxt"
	-o "C:\Users\DS1DPC2003M\Desktop\spresense_cv\data_not_square\raw_data_base.files\20241009_163126"
2024-10-09 16:31:27,812 [nnabla]: [CALLBACK]: Exec train on local
2024-10-09 16:31:27,820 [nnabla]: Using context "Context(backend=['cpu:float'], array_class='CpuCachedArray', device_id='')"
2024-10-09 16:31:27,820 [nnabla]: Creating cache data for "C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\train.csv"
2024-10-09 16:31:27,864 [nnabla]: Creating cache data for "C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\test.csv"
2024-10-09 16:31:27,893 [nnabla]: Train with contexts ['cpu']
2024-10-09 16:31:27,907 [nnabla]: Training epoch 1 of 300 begin
2024-10-09 16:31:27,907 [nnabla]: ctx passed to scheduler doesn't have cuda/cudnn backend. lms scheduler will not be used.
2024-10-09 16:31:27,907 [nnabla]: ctx passed to scheduler doesn't have cuda/cudnn backend. lms scheduler will not be used.
2024-10-09 16:31:27,959 [nnabla]: epoch 1 of 300 cost=0.787513  {train_error=0.692873, valid_error=0.707260} time=(0.0s /7.8s) 
2024-10-09 16:31:27,994 [nnabla]: epoch 2 of 300 cost=0.703785  {train_error=0.712714, valid_error=0.746560} time=(0.1s /11.2s) 
2024-10-09 16:31:28,031 [nnabla]: epoch 3 of 300 cost=0.696978  {train_error=0.683922, valid_error=0.775821} time=(0.1s /11.1s) 
2024-10-09 16:31:28,073 [nnabla]: epoch 4 of 300 cost=0.681953  {train_error=0.693549, valid_error=0.713544} time=(0.1s /11.2s) 
2024-10-09 16:31:28,118 [nnabla]: epoch 5 of 300 cost=0.687628  {train_error=0.695247, valid_error=0.661364} time=(0.2s /11.3s) 
2024-10-09 16:31:28,143 [nnabla]: epoch 6 of 300 cost=0.702747  time=(0.2s /11.8s) 
2024-10-09 16:31:28,168 [nnabla]: epoch 7 of 300 cost=0.688258  time=(0.3s /11.1s) 
2024-10-09 16:31:28,193 [nnabla]: epoch 8 of 300 cost=0.687159  time=(0.3s /10.7s) 
2024-10-09 16:31:28,218 [nnabla]: epoch 9 of 300 cost=0.686676  time=(0.3s /10.3s) 
2024-10-09 16:31:28,253 [nnabla]: epoch 10 of 300 cost=0.691180  {train_error=0.678437, valid_error=0.717514} time=(0.3s /10.0s) 
2024-10-09 16:31:28,278 [nnabla]: epoch 11 of 300 cost=0.692032  time=(0.4s /10.1s) 
2024-10-09 16:31:28,309 [nnabla]: epoch 12 of 300 cost=0.683527  time=(0.4s /9.9s) 
2024-10-09 16:31:28,333 [nnabla]: epoch 13 of 300 cost=0.674823  time=(0.4s /9.8s) 
2024-10-09 16:31:28,357 [nnabla]: epoch 14 of 300 cost=0.684058  time=(0.5s /9.6s) 
2024-10-09 16:31:28,382 [nnabla]: epoch 15 of 300 cost=0.692465  time=(0.5s /9.5s) 
2024-10-09 16:31:28,405 [nnabla]: epoch 16 of 300 cost=0.672152  time=(0.5s /9.3s) 
2024-10-09 16:31:28,429 [nnabla]: epoch 17 of 300 cost=0.694852  time=(0.5s /9.2s) 
2024-10-09 16:31:28,453 [nnabla]: epoch 18 of 300 cost=0.683443  time=(0.5s /9.1s) 
2024-10-09 16:31:28,476 [nnabla]: epoch 19 of 300 cost=0.679856  time=(0.6s /9.0s) 
2024-10-09 16:31:28,511 [nnabla]: epoch 20 of 300 cost=0.669765  {train_error=0.672351, valid_error=0.683761} time=(0.6s /8.9s) 
2024-10-09 16:31:28,534 [nnabla]: epoch 21 of 300 cost=0.689027  time=(0.6s /8.9s) 
2024-10-09 16:31:28,557 [nnabla]: epoch 22 of 300 cost=0.695559  time=(0.6s /8.9s) 
2024-10-09 16:31:28,594 [nnabla]: epoch 23 of 300 cost=0.684141  time=(0.7s /8.8s) 
2024-10-09 16:31:28,617 [nnabla]: epoch 24 of 300 cost=0.676635  time=(0.7s /8.9s) 
2024-10-09 16:31:28,642 [nnabla]: epoch 25 of 300 cost=0.691797  time=(0.7s /8.8s) 
2024-10-09 16:31:28,666 [nnabla]: epoch 26 of 300 cost=0.700097  time=(0.8s /8.7s) 
2024-10-09 16:31:28,690 [nnabla]: epoch 27 of 300 cost=0.693086  time=(0.8s /8.7s) 
2024-10-09 16:31:28,714 [nnabla]: epoch 28 of 300 cost=0.673492  time=(0.8s /8.6s) 
2024-10-09 16:31:28,739 [nnabla]: epoch 29 of 300 cost=0.685126  time=(0.8s /8.6s) 
2024-10-09 16:31:28,774 [nnabla]: epoch 30 of 300 cost=0.682538  {train_error=0.677893, valid_error=0.684374} time=(0.9s /8.6s) 
2024-10-09 16:31:28,798 [nnabla]: epoch 31 of 300 cost=0.692804  time=(0.9s /8.6s) 
2024-10-09 16:31:28,823 [nnabla]: epoch 32 of 300 cost=0.695701  time=(0.9s /8.6s) 
2024-10-09 16:31:28,849 [nnabla]: epoch 33 of 300 cost=0.666940  time=(0.9s /8.6s) 
2024-10-09 16:31:28,882 [nnabla]: epoch 34 of 300 cost=0.670866  time=(1.0s /8.6s) 
2024-10-09 16:31:28,908 [nnabla]: epoch 35 of 300 cost=0.698223  time=(1.0s /8.6s) 
2024-10-09 16:31:28,933 [nnabla]: epoch 36 of 300 cost=0.698056  time=(1.0s /8.6s) 
2024-10-09 16:31:28,960 [nnabla]: epoch 37 of 300 cost=0.695587  time=(1.1s /8.5s) 
2024-10-09 16:31:28,985 [nnabla]: epoch 38 of 300 cost=0.693590  time=(1.1s /8.5s) 
2024-10-09 16:31:29,010 [nnabla]: epoch 39 of 300 cost=0.694151  time=(1.1s /8.5s) 
2024-10-09 16:31:29,045 [nnabla]: epoch 40 of 300 cost=0.679207  {train_error=0.664908, valid_error=0.716846} time=(1.1s /8.4s) 
2024-10-09 16:31:29,071 [nnabla]: epoch 41 of 300 cost=0.674944  time=(1.2s /8.5s) 
