x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9,y'__10,y'__11,y'__12,y'__13,y'__14,y'__15,y'__16,y'__17,y'__18,y'__19,y'__20,y'__21,y'__22,y'__23,y'__24
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Back_R0\PICT561.png,0,0.9777704,0.014597927,0.0003582432,9.211215e-05,4.3091034e-10,5.710894e-12,2.3416102e-12,1.2568233e-12,3.587779e-09,1.6683648e-08,8.7414065e-08,2.7525402e-13,6.987082e-07,2.1540032e-07,2.3133249e-07,1.8491666e-06,1.0256178e-07,1.1218399e-05,2.5549082e-06,4.5604943e-11,0.005341307,0.00062069093,6.924749e-08,7.780773e-05,0.0011244965
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Front_R1\PICT653.png,9,0.000694776,0.0032195847,0.0002380912,0.00078011287,0.0014799733,0.0017006211,0.0065670074,0.01850992,0.016010167,0.76246285,0.0039113946,0.11276397,0.0015968666,0.0019869364,0.0005886607,0.0003007967,0.003326314,0.019552164,0.0014705652,0.002116558,8.504865e-05,0.0014044843,0.00030097435,0.00013541068,0.03879683
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Left_R0\PICT291.png,12,0.0010087859,0.0017624111,0.000584241,0.0039942362,0.00023916032,0.00036221815,4.6940535e-05,0.0025144974,4.718987e-05,0.14250138,0.0012533829,0.00015913208,0.64093024,5.973015e-05,0.0060540866,0.028218996,0.024665657,0.008491905,0.009753168,8.089177e-05,0.09564758,0.016251463,1.9647534e-05,0.005237607,0.010115398
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Right_R3\PICT070.png,19,9.9883066e-05,3.5737824e-06,0.000252197,0.0001085462,4.0567404e-05,0.00010020517,0.00024309056,0.00011840555,0.0005724559,1.486739e-05,0.00024344226,0.00082739233,6.765287e-05,1.5623787e-05,1.6516147e-05,0.028382193,0.00030376122,0.00032073728,1.4813651e-05,0.96783876,2.8252416e-05,1.4915932e-05,4.799353e-05,0.00028417291,4.004319e-05
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Right_R1\PICT024.png,17,0.004098126,0.034833323,0.0009664469,0.03715582,3.4352295e-06,1.4930662e-06,6.9070455e-05,5.782823e-06,1.23316195e-05,0.00036947208,3.1458407e-05,8.730691e-05,0.000695264,0.0036706121,0.0019887,2.203819e-07,0.0015007172,0.046447042,0.042620454,1.5426334e-05,0.0066138166,0.06035562,0.002364081,6.5107415e-05,0.7560289
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Bottom_R0\PICT390.png,4,4.9937626e-06,0.0005808109,1.3308568e-06,7.087479e-05,0.82788056,0.09389992,0.0062537603,0.009274802,0.00091129274,0.04352077,0.00026530982,0.008501449,0.003154637,0.000759407,0.0012790665,9.367981e-05,0.0007839422,0.00058741274,0.0016652273,5.3890013e-05,2.8192017e-05,0.00012928282,1.3152502e-06,2.965701e-06,0.00029528546
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Top_R0\PICT211.png,20,0.00085576094,3.8841954e-05,0.00020269543,0.00537136,1.9445002e-07,6.1500455e-06,1.5192873e-08,4.820544e-05,1.9515273e-06,2.1409696e-06,7.0153455e-06,1.6258781e-07,0.011089039,4.1753452e-08,5.650047e-09,0.0009388841,0.016204117,3.1278576e-06,9.2273694e-07,0.00023349086,0.96485263,1.1465377e-05,1.4062553e-05,5.4041622e-05,6.3732485e-05
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Top_R2\PICT181.png,22,0.00021077598,0.000121481615,0.00058464217,0.000734363,0.00024702115,0.004077585,7.169077e-05,0.00019409503,0.00016770378,0.0014697566,0.0009907223,0.0027690462,3.2407097e-05,0.003065008,0.06331547,0.0010762069,9.946278e-06,0.0003286424,0.04320638,0.004565725,4.1963485e-06,0.007231847,0.86265457,0.00021356685,0.0026572412
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Bottom_R1\PICT424.png,5,2.499508e-05,9.436136e-06,0.00016819782,4.601931e-05,0.00066340243,0.92786205,0.014325784,0.012404337,0.004069922,0.00014265536,0.01429929,0.009126984,0.00030260222,0.00075044803,6.7183078e-06,4.1426624e-06,0.0017089349,0.008915251,0.00060664274,0.002207536,1.631895e-06,0.00035278074,0.0007944364,1.4135742e-08,0.0012057963
D:\GitHub\SORA-Q\NNC\spresense_cv\25_class_image\25_classes_mono_28x28\Right_R3\PICT083.png,19,0.0051192995,0.0015645736,0.0036266202,0.0016288388,0.01007763,0.0436759,0.0070552374,0.0009751314,0.063527994,0.029679393,0.23585534,0.01640826,0.021990566,0.0008791365,0.0035710568,0.094085395,0.02326342,0.0010879206,0.0047961064,0.33196118,0.0020673152,0.014221179,0.0023640697,0.01673491,0.0637836
