x:image,y:label,y'__0,y'__1
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT066.png,0,0.46674225,0.5332578
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT093.png,0,0.52549565,0.47450438
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT004.png,0,0.3870875,0.61291254
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT124.png,0,0.71520853,0.28479144
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT075.png,0,0.5235247,0.4764753
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT018.png,1,0.47956067,0.5204393
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT113.png,1,0.54658717,0.45341286
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT052.png,0,0.54287624,0.45712376
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT051.png,0,0.366881,0.633119
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT094.png,1,0.36427858,0.6357214
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT122.png,0,0.40625346,0.59374654
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT102.png,1,0.3626276,0.63737243
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT064.png,1,0.5283485,0.47165152
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT016.png,0,0.55566293,0.44433707
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT033.png,1,0.5129478,0.48705223
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT099.png,0,0.48461026,0.51538974
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT123.png,0,0.47550774,0.5244922
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT043.png,0,0.5963056,0.40369433
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT024.png,0,0.5927876,0.40721235
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT019.png,1,0.42983955,0.57016045
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT032.png,1,0.5786281,0.42137185
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT022.png,1,0.5344518,0.46554822
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT057.png,1,0.50463235,0.4953676
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT106.png,1,0.3292167,0.6707833
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT008.png,0,0.39114982,0.6088502
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT003.png,0,0.41672546,0.58327454
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT016.png,1,0.5028808,0.49711916
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT007.png,0,0.43851623,0.5614838
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT070.png,0,0.6517591,0.3482409
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT087.png,1,0.45282248,0.54717755
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT003.png,1,0.5024023,0.4975977
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT089.png,1,0.3878692,0.6121308
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT045.png,0,0.4248565,0.57514346
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT079.png,1,0.41889283,0.58110714
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT027.png,1,0.47938177,0.5206182
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT096.png,0,0.48927757,0.51072246
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT120.png,1,0.48893997,0.51106006
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT102.png,0,0.56345147,0.43654853
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT014.png,1,0.40467644,0.59532356
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT081.png,1,0.55127287,0.44872713
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT090.png,1,0.4484477,0.5515523
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT021.png,1,0.4156806,0.5843195
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT050.png,1,0.24236518,0.75763476
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT004.png,1,0.37865713,0.62134284
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT115.png,0,0.5261655,0.47383454
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT046.png,1,0.5839622,0.41603777
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT052.png,1,0.49034238,0.5096576
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT091.png,1,0.34741145,0.65258855
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\back_ground\PICT080.png,0,0.46096766,0.53903234
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset4_not_square\corn\PICT107.png,1,0.41112372,0.58887625
