x:image,y:label,y'__0,y'__1
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT018.png,1,0.04673237,0.9532676
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT069.png,1,0.08044282,0.9195572
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT039.png,1,0.038308006,0.9616919
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT031.png,0,0.9165602,0.083439805
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT111.png,1,0.046623636,0.95337635
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT034.png,1,0.1627532,0.83724684
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT097.png,1,0.29821944,0.70178056
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT026.png,1,0.028463138,0.9715369
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT090.png,1,0.044055305,0.9559447
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT022.png,0,0.39728758,0.6027124
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT060.png,0,0.89276713,0.10723282
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT056.png,0,0.7531279,0.24687207
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT079.png,0,0.9222083,0.07779168
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT118.png,0,0.53979874,0.46020126
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT110.png,1,0.11175503,0.888245
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT023.png,0,0.4202847,0.5797153
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT003.png,0,0.4678432,0.5321568
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT059.png,1,0.55971336,0.44028658
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT081.png,1,0.62212723,0.37787274
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT029.png,0,0.48263127,0.51736873
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT096.png,1,0.09830725,0.90169275
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT104.png,1,0.023923224,0.9760768
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\back_ground_square\PICT108.png,0,0.86202204,0.13797794
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT064.png,1,0.81316984,0.18683013
C:\Users\DS1DPC2003M\Desktop\spresense_cv\dataset2\corn_square\PICT054.png,1,0.006538032,0.99346197
