0,83
1,12
2,33
3,113
4,171
5,134
6,163
7,124
8,74
9,18
10,7
11,5
12,125
13,161
14,170
15,181
16,123
17,60
18,44
19,141
20,56
21,173
22,136
23,89
24,63
25,55
26,110
27,166
28,175
29,45
30,22
31,155
32,66
33,37
34,4
35,80
36,178
37,106
38,160
39,26
40,139
41,143
42,71
43,8
44,61
45,130
46,122
47,101
48,118
49,92
50,185
51,24
52,30
53,109
54,40
55,137
56,150
57,90
58,19
59,149
60,180
61,54
62,159
63,16
64,51
65,177
66,135
67,108
68,86
69,96
70,183
71,146
72,193
73,14
74,27
75,97
76,156
77,46
78,191
79,190
80,62
81,2
82,59
83,111
84,112
85,43
86,10
87,98
88,73
89,188
90,179
91,144
92,129
93,93
94,107
95,154
96,187
97,50
98,0
99,94
100,145
101,95
102,64
103,138
104,41
105,69
106,49
107,48
108,85
109,13
110,164
111,23
112,182
113,131
114,20
115,15
116,78
117,104
118,52
119,100
120,76
121,3
122,116
123,194
124,126
125,6
126,68
127,75
128,84
129,121
130,157
131,167
132,152
133,91
134,168
135,11
136,119
137,102
138,35
139,57
140,65
141,1
142,120
143,158
144,42
145,105
146,132
147,169
148,17
149,38
150,133
151,53
152,153
153,128
154,34
155,28
156,114
157,151
158,31
159,162
160,127
161,195
162,32
163,142
164,176
165,147
166,29
167,99
168,82
169,79
170,115
171,148
172,189
173,72
174,77
175,25
176,165
177,81
178,184
179,174
180,186
181,39
182,58
183,140
184,88
185,70
186,87
187,36
188,21
189,9
190,103
191,67
192,192
193,117
194,47
195,172
